comment_text,likes,replies,Analysis_comments
Did not know 16 year old girls could kick that far,0,0,Neutral
"Has to be giroud The counter attack, the back heel in the build up, the SCORPION _",2,0,Neutral
Jesus you didn't need to show the goals 15 times,2,0,Neutral
Is this over the top shouting goal for as long as possible commentating supposed to be funny or something? Just seems incredibly obnoxious to me...glad we dont have that in the prem,1,0,Neutral
For me It has to be giroud,2,0,Neutral
I'm only one goal in but wow...,1,0,Neutral
hurtado goal was beyond fucked what the hell,1,0,Neutral
That U19 Dortmund 27 player got dullied mate,1,0,Neutral
Matic,0,0,Neutral
Aviles hurtado,0,0,Neutral
Wtf that girl amazing stunning the goalkeeper,0,0,Neutral
Dembele,1,0,Neutral
celtics goal was incredible.. but fifa never usually include team goals.. E.g Arsenal vs nowrich,2,0,Neutral
Amazing so much choices,1,0,Neutral
How many times you gotta relay the same goal :/:/:/,3,0,Neutral
Steven Gerrard has won this one for me,3,0,Neutral
"Boateng's is the best, but I want to see Dembele win ",15,2,Neutral
"Has to be Giroud before you even look at the other nominees, he deserves it too. Cant see him winning it though after Aaron Ramsey was robbed with his galatasaray goal. Fifa is corrupt so it probably comes down to the highest bidder",2,0,Neutral
Guys do you think so hit like if girouds goal was better and dislike if mkhitaryan's was better,7,0,Neutral
may be you can add those two goals to the best goals of septembre : n : Raja Casablancanthe assist of both goals : Abdelilah Hafidi nthe striker of both goals : Mahmoud Benhalib,0,2,Neutral
29 replays later,2,1,Neutral
I don't mean to be that guy but wtf no Emre can over head kick? Like I get they have to go for equality but in comparison the woman's goal is crap the matric goal looks ordinary like seriously wtf,0,1,Neutral
Would help if it showed the full Dembele goal. Every player touched the ball including the goalkeeper there was at least 30 seconds of build up play missing.,2,2,Neutral
"It's gotta be Mandzukic, but so many wonderful goals. Thanks for the compilation",6,1,Neutral
"Oscarine Masuluke,for one reason. He is a goalkeeper.....",0,0,Neutral
Giroud's goal is the best but Fifa will never give it to him cos the bumlick La liga.,0,0,Neutral
if you change Mandzukic goal's commentary to Tony Jones...,0,0,Neutral
Either boateng or mandzukic for me,4,1,Neutral
That's a dislike,0,0,Neutral
Any more replays?,0,1,Neutral
how the fuck is there no messi goal??,0,2,Neutral
Moussa Demb茅l茅 FTW,0,2,Neutral
maticcc,2,0,Neutral
Why is Mkhitaryan not nominated,0,4,Neutral
Reported,0,0,Neutral
Stop playing each clip for like 1 30 faggot,0,1,Neutral
Yes Asking Alexandria yes _わ_,0,0,Neutral
Welcome back Danny mate YES _,0,0,Neutral
I'm in love with THIS.  nI'm gonna need the same wind in this video when me and my boys in ALLISON RED shoot our music videos,0,0,Neutral
Is this still a band? _,0,0,Neutral
"Feel's like strong spirit while i hear danny worsnop screaming again ,good luck Asking you didn't wrong chose a legend to be",0,0,Neutral
If you commercial band why is so hard write a super hit?? like a pussy its suck,0,0,Neutral
OMG IN LOVE AND I'M ONLY MINUTE INTO IT ,0,0,Neutral
"But is it take em all back or take him out back? Take him out back is what makes sense to me given the context, and it sound way more badass, but hey, what do I know",0,0,Neutral
I fucking love this song,0,0,Neutral
Going to be seeing them for a third time on January 15th along with bvb and cte. I can wait for this album to drop man. AA is back _,0,0,Neutral
...FINE It's pretty fucking good. I wasn't expecting that.,0,0,Neutral
I had my worries about Dani coming back but if he able to admit what he did wrong in a song he will slowly get my resptic back,0,0,Neutral
"I love his voice ,great song anyway",0,0,Neutral
Those boots though... I want some but like the affordable knock off ones because I am a broke ass college guy lol,0,0,Neutral
"I wish it was heavier, it still sounds cool though",0,0,Neutral
i am waiting for this,0,0,Neutral
Hell Yeah That is an AWESOME comeback,0,0,Neutral
How much you guys wanna bet Denis will get back with Make Me Famous just to steal this FIRE. lol that guy's a phony.,0,0,Neutral
"Damn this was great,  pre ordered  yes yes yes. nThose vocals shine in this.",0,0,Neutral
"Danny <3 i love u so much , georgeous music",0,0,Neutral
Thank fuck they are back ladies and gentlemen sounding better than ever. Asking Alexandria,0,0,Neutral
This genre just suits Danny's voice so fucking god holy shit.,0,0,Neutral
He kills all the old versions of themselves. Giving birth to the new AA,0,0,Neutral
I never heard this band but I just found out my favorite band Black Veil Brides are touring with them 2018 so I figured I should educate myself before I see them live.,0,0,Neutral
He's fucking back bitches...and better than ever ,0,0,Neutral
Put your seatbelt on young man,0,0,Neutral
Don listen to them that much but damn I hooked I love Danny raspy voice,0,0,Neutral
Best AA song in a while ,0,0,Neutral
Love this ,0,0,Neutral
"This is the most all over the fucking place sounding band I've ever heard, they don't know wtf they wanna sound like",0,0,Neutral
God bless I can listen AA again.,0,0,Neutral
Welcome back Danny. The band just wasn't the same during your time away. I'm loving this song so much and I'm looking forward to the new album. m/,0,0,Neutral
Hi i'm a new fan what songs of these people should i get to listening to?,0,0,Neutral
wasnt there another dude singing last time? i do not get it,0,0,Neutral
Sure as hell missed this,0,0,Neutral
"well I guess it's true, Asking Alexandria are incapable of making good music. I've been waiting for more good music since Reckless and Relentless but sadly that was their last good album.",0,0,Neutral
"Why do bands sound so good starting hard, then they go soft? Don't give me they are growing crap. Look at All Tha Remains latest.",0,0,Neutral
"I reviewed the song on my channel, check it out.",0,0,Neutral
Dennis had this band on TOP....hope Danny can keep it there,0,0,Neutral
This is a really good soing by asking Alexander so much better to have Danny back in the band can't wait to hear the album,0,0,Neutral
Yessss yes yessss ,0,0,Neutral
Welcome danny ,0,0,Neutral
Into the FIIIIREEEEEEEEEEEE,0,0,Neutral
DANNY,0,0,Neutral
This song rocks,0,0,Neutral
 sub Espa帽ol asking Alexandria sub ingles asking Alexandria,0,0,Neutral
"Oh, Ty fuck this, Oh Sz Damn Sz",0,0,Neutral
q sonsera ,0,0,Neutral
asking alexandria i love,0,0,Neutral
#HailMelomanosdelaGrasa,0,0,Neutral
The best song,0,0,Neutral
omg this not AA,0,0,Neutral
ssslllowww,0,0,Neutral
Pudim,0,0,Neutral
welcome home danny,0,0,Neutral
ME ENCANTO <3 _,0,0,Neutral
_,0,0,Neutral
"the farmer joe kill ben bruce shit :,v",0,0,Neutral
"De puta madre, carnalito",0,0,Neutral
AnMnEnM nAsking Alexandria revivioooooooooooo siiiiiii Danny volviooooooooooooo,0,0,Neutral
_,0,0,Neutral
He looks like Obiwan,0,0,Neutral
Danny is back?realy?wow,0,0,Neutral
hate it,0,0,Neutral
YASSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS,0,0,Neutral
Me encora <3,0,0,Neutral
Sin City vibes,0,0,Neutral
..,0,0,Neutral
danny <3,0,0,Neutral
效械_ 泻懈_ 胁 泻芯屑屑械薪_谢懈械 薪械_n_泻邪卸_ 芯写薪芯: 械 斜芯懈懈懈懈懈懈,0,0,Neutral
"I want to start off with i am completely a danny fanboy. All day. But this is fucking perfect, his vocal performance is fantastic. The bands musicianship is fantastic. And those lyrics, i relate to them so much. Danny is king. AA together are gods.",0,0,Neutral
NONE STOP REPEAT. Come for my daily listen.,0,0,Neutral
Does anybody else get the first punisher vibe from this?,0,0,Neutral
R.I.P that mustang and hello Into The Fire,0,0,Neutral
So stoked for the new album thank God Danny is back,0,0,Neutral
"Their guitarists are so uncreative compared to some others in the genre. These guys used to be the shit back in the day, there are so many better bands these days. Maybe they'll prove me wrong when the album comes out, but I can't see it.",0,0,Neutral
Hey Jesus Cristo is  coming soon  wake up Thais is right,0,0,Neutral
remember when everyone was booing Denis for fucking up the bands sound and making it generic? Same thing here. Except that they were never bad ,0,0,Neutral
"Now this is something i can dig. Fuckin' hell, that was really heavy... and those vocals fucking incredible This new AA is something i can rock.",0,0,Neutral
"nice song, 12/15 to the next",0,0,Neutral
"Nice, other album like From Death To Destiny ",0,0,Neutral
#intothefire 9/21,0,0,Neutral
I want Canada,0,0,Neutral
Best comeback Ever ,0,0,Neutral
Perfect _ワ_,0,0,Neutral
Welcome back,0,0,Neutral
very awesome))),0,0,Neutral
Can officially rock out with the c*ck out..  I love Denis but Danny is awesome  Keep rocking and haters can get high fived to the face with a shovel,1,0,Neutral
I feel like this is the aa I've really been expecting to hear for years now,1,0,Neutral
His voice is so mich more unique than Denis Stoffs. His voice was meant for rock/metal music. Unlike whiny mcgee.,2,0,Neutral
AA,1,0,Neutral
That breakdown... mhh.... so damn good,1,0,Neutral
Wellcome back Danny,1,0,Neutral
"Absolutely one of the best songs they have written. The December can come quick enough, this album is going to be amazing",1,0,Neutral
"Asking Alexandria has awoken, the band resurfaced and is back in the old style but with fresh and new influencesnI'm hypednThe song itself is pure glory, the video has meaning and danny is back",1,0,Neutral
danny's voice is top notch these days,2,0,Neutral
Does Ben always stand on the road and look when the car reaches him?,1,0,Neutral
Danny I think it's time you talk to Jesus,1,0,Neutral
Pinche rola excitante,1,0,Neutral
What happened to their old singer? Is this a new guy?,0,3,Neutral
Producer in public square on megaphone: Hey Has anyone here ever ridden a bicycle before?nRandy: I sat on my friend's bike once.nProducer: You're hired,43,2,Neutral
I honestly can't tell if this is a joke or not,21,0,Neutral
I love how spends all his time looking at the places he CAN'T go with this contraption,18,0,Neutral
What the hell did I just watch,11,0,Neutral
"This is the worst thing I have ever seen. Why do we only see him riding for about 5 seconds at a time? Why is he wobbling endlessly in each of those 5 second clips? Why is he so slow? Why is the bike so damn heavy? And probably most importantly..... Just, why?",13,1,Neutral
Three words kill with fire,8,0,Neutral
"this is without doubt the most cringeworthy, badly thought out product i have ever seen, with a video that is quite possibly worse...i hate sounding like a troll, but im just being honest.  it does look pretty cool but",5,0,Neutral
2 wardrobe changes and a near wreck in a promo vid...wow,7,0,Neutral
This is fucking cringe worthy. Fire your marketing manager immediately.,4,0,Neutral
I am going to be seriously surprised if even one of these bikes sell.,0,0,Neutral
"EVERYONE, I give you future of cycling..........",0,0,Neutral
wow he sure is having trouble with those fields,6,0,Neutral
Dude takes a lot of breaks for being on an ebike.,0,0,Neutral
What in the fuck was that? Is this a joke?,0,0,Neutral
Have you tards ever seen a real bike? This turd looks like it was based off a kids drawing. Fail.,0,0,Neutral
"good thing this contraption is not available for purchase... because the only thing worse than the bike was how it handled in that edit oh, what was that actually edited, or did I just watch the outtakes",1,0,Neutral
"This give two options, the bike rides really bad and make it feel unsafe or the rider have had never touched a bike, either way make me want to steer even more away from it",1,0,Neutral
Kill it with fire,1,0,Neutral
"He doesn't even look that tall, and the bike is supershort and awkward to pedal even for the test rider. Maybe they should take a cue from every bicycle made in the past one hundred years and integrate some method to adjust the seat height.",2,0,Neutral
Damn Dude at least pretend you're having fun nnThat type of vids are not getting any sales for sure,1,0,Neutral
This guy rips it up Radical dude.,0,0,Neutral
"Amazing video, shared: ",0,0,Neutral
wtf is this hahahahaha ... just dump,0,0,Neutral
great if you are 5 feet tall,1,0,Neutral
Trash.,1,0,Neutral
Worst video EVER......Defineatey NOT Hip Hip,1,0,Neutral
"good job bro all the haters are just coming from pinkbike dont mind them, they are mountain bike gear junkies so they get offended when they see this type of content",0,0,Neutral
This video is a piece of shit along with the bike.,1,0,Neutral
I liked his hair.,1,0,Neutral
Cool moment should have been aired a part of Raw,0,0,Neutral
So braun wants a shot at the cruiserweight title o.o,0,0,Neutral
I so crying to Enzo,0,0,Neutral
When you're the champ but still get buried.,0,0,Neutral
What has happened? Is enzo a bad guy?,0,0,Neutral
wow that was over kill for a post match rough up,0,0,Neutral
why did they do that to enzo? what's his fault?,0,0,Neutral
Enzo Amore deserved every bit of this beating. This is what happens when you disrespect the Cruiserweight division.,0,0,Neutral
Thought I was watching 'The Passion of The Christ' for a second there.,0,0,Neutral
nexus 2.0 was cm punk's nexus so this would be 3.0,0,0,Neutral
"Props for Enzo taking TWO spins (he had to call Gulak to stop and couldn't even see straight) and letting the cruiserweights do their finishers/signatures on him. Surprised he didn't even throw up after the spins, I sure would have. You can even hear the ref ask him if he was okay and he says Yup ROFL",0,0,Neutral
How does he already have the blue suede 5s,0,0,Neutral
What did he do to deserve this,0,0,Neutral
Try Not to Get Satisfied Challenge WWE Version,0,0,Neutral
Enzo must've said something about HHH under his breath. Turned him into a jobber with a belt. This is not cool.,0,0,Neutral
What is this the new new nexus,0,0,Neutral
"Enzo Amore got what he deserved, a hell of a beating from the whole 205 Live plus Braun Strowman HAHAHAHA",0,0,Neutral
Storyline wise he deserved it. Did any of you idiots see the segment on RAW?,0,0,Neutral
this looks like an office Christmas party gone awry,0,0,Neutral
whos the guy in the suit?,0,0,Neutral
Damn they really don't like enzo bro lol,0,0,Neutral
Akira was the only one who could throw a decent punch lol,0,0,Neutral
"Enzo took a beatin' , and still is great  Dude is very Charismatic , and Smart , he deserves to be Champion ",0,0,Neutral
After watching this......I predict the WWF in 10 years_will be no longer.,0,0,Neutral
What do we have here a couple haters,0,0,Neutral
That's crazy they really jumping him,0,0,Neutral
This is what happens when you act like an idiot backstage,0,0,Neutral
I don't get why Strowman would come out? Can anyone explain?,0,0,Neutral
Counter productive TV. All your babyfaces just became heels. All to punish Enzo for backstage heat from months ago.,0,0,Neutral
worst champion ever in wwe history,0,0,Neutral
Everyone in there attires except Gallagher and someone else who's supporting a suit,0,0,Neutral
3:08 Did i leave the AC running at my house hmm......,0,0,Neutral
"I like how he winked. Just to show, he's okay and this is fake.. Hehe. 3:12",0,0,Neutral
And at 3:01 Turn my head to the left?to which dude replies Just stay there. You're good. ,0,0,Neutral
I see Cass and Enzo coming back together,0,0,Neutral
I hate the crusiweights now,0,0,Neutral
A part of me is happiness,0,0,Neutral
So i guess everyone on 205 live is heel accept enzo what on earth,0,0,Neutral
I was hoping Connor McGregor entered that ring and fooked up enzo as well ,0,0,Neutral
Braun is going after Enzo's CW Title,0,0,Neutral
It's so weird being fan of WWE and UFC,0,0,Neutral
God some of yall are soft asf this is wwe stop being so butthurt....,0,0,Neutral
Now I feel kinda bad for Enzo,0,0,Neutral
Like the assassination of Caesar.,0,0,Neutral
"Strowman and Neville are going to be a tag team, every tag team hurt but champs, plus strowman been fighting Rollins and Ambrose, this week and next",0,0,Neutral
Where's big class when you need him? This is the shittiest feeling when your all alone and No one will save you,0,0,Neutral
Big Cass is going to come back to help him,0,0,Neutral
This kinda reminds of when the divas were competing in a match only for Kharma to come out and break down.,0,0,Neutral
I hate Braun Strowman  (Sry if I'm offending u) he just sticks his nose in everyone's business. He has a problem with everyone,0,0,Neutral
One of the greatest moments on RAW I've ever seen. Enzo is an embarrassment of Cruiserweight Division or even WWE. It's good to see the 205 rosters punishing him for their greatness of the division.,0,0,Neutral
Clearly this was done becAuse someone in WWE personally doesn't like Enzo. nnClassic hate disguised in the form of entertainment and I know Enzo feels the same.,0,0,Neutral
enzo might might not be the best but he the crusierweight champion,0,0,Neutral
wow that was awesome now I start liking cruiserweight division,0,0,Neutral
it's not funny..,0,0,Neutral
This symbolizes art in its purest form. Truly beautiful,0,0,Neutral
2:40 anybody else Heard him say jump to enzo,0,0,Neutral
"According to wrestling logic, Enzo is dead.",1,0,Neutral
First ever i saw in wwe . What a memorable moment for Enzo _ぃ_ぃぃ_ぃ_ぃ_ぃ,0,0,Neutral
It doesn't matter how you win in a wrestling match it's WWE get real you don't like it Lee's WWE,0,0,Neutral
"This is literally the best thing I've seen from WWE in a long time, it's that great.",1,0,Neutral
Talk about bringing the shovels,0,0,Neutral
Cockroach EZNO,0,0,Neutral
Wwe gangbang,0,0,Neutral
is enzo alive ??,0,0,Neutral
Enzo deserves more,0,0,Neutral
pobre enzoooo,0,0,Neutral
Finally,0,0,Neutral
The entire cruiserweight roster just turned heel... :/,0,0,Neutral
Braun is a cruiserweight,0,0,Neutral
WWE really dislikes Enzo. .,0,0,Neutral
Enzo is dead lmao,0,0,Neutral
Po manonTadinho do EnzonEle 茅 dahora,0,0,Neutral
Hijo de puta braun strowman y los peso cruserp,0,0,Neutral
RIP Hip Hop Hobbit.,0,0,Neutral
RIP enzo amore,0,0,Neutral
Enzo is awesome,0,0,Neutral
r u killin him???,0,0,Neutral
How Enzo doin?,0,0,Neutral
Kangana ne hritik ko rulaya..n,0,0,Neutral
Enzo died rofl,0,0,Neutral
Thats wrong what day did to enzo #sleepinonenzo,0,0,Neutral
3:15 he blinked... how cute.,0,0,Neutral
Rip Enzo,0,0,Neutral
Lol no flying zone,0,0,Neutral
#WorkplaceBullying,0,0,Neutral
3:07 lol,0,0,Neutral
thanks for that,0,0,Neutral
I just liked strowman,0,0,Neutral
Has God answered our prayers?,0,0,Neutral
Thank You ,0,0,Neutral
Enzo ajobber.,0,0,Neutral
Cedrick and gran metalik were his friends,0,0,Neutral
Yep just teach kids how to bully helpless ones.,0,0,Neutral
god i love vince lol,0,0,Neutral
The Public Hazing of Enzo Amore,0,0,Neutral
Freak the whole cruisweight divison,0,0,Neutral
Perfecto,0,0,Neutral
Podr铆a ver esto todo el d铆a,0,0,Neutral
Se violaron a enzo  me pregunto cuanto le pagaran por aguantar todo eso,1,0,Neutral
Enzo might have pissed off Vince bad  the reason he is receiving the beating of his lifetime from straight 3 months every week. He definitely should leave WWE for good.,1,0,Neutral
*What was your favourite of these 10 amazing goals? Let me know in the comments*nFollow me on *Facebook* where I post my old videos that have disappeared from YouTube ,3,13,Neutral
The Giroud goal has to win it for me.,69,10,Neutral
I'm just imagining internet going full troll and the trophy going to 2:49 chick goal,9,1,Neutral
Where is Emre Can's overhead?,19,0,Neutral
Why there is Matic goal? Great goal but not special.,29,8,Neutral
Definitely the gk scoring double kick at the end of the game,28,6,Neutral
"Mate, you don't know how to make a bad football video, I love the emphasis on the commentary.",3,0,Neutral
boateng or the goalkeepers is the best,10,2,Neutral
swear that chilliean teamis always scoring long rangers.They at high altitude or something?,12,4,Neutral
Can't choose between Giroud and Mandzukic. Both streets ahead of the others.,0,0,Neutral
"Fucking hate commentators that just scream goal over and over load as fuck or just say it once but scream it out for ages, lazy fucking commentary, glad we don't have that shit in England, it would put me off watching football if I heard that every game.",0,0,Neutral
"Giroud all the way, he even started the entire chance from half way down the pitch with a good tackle. The Baroka FC's goalkeeper goal deserves it too.",0,0,Neutral
A goalkeeper scoring a bicycle kick in the last minute has to win. No contest.,0,0,Neutral
*Stereograms of wealth.*n*Matrix of Wealth.*n* one stereogram.*n*Get 3 stereograms as a gift.*n*Stereograms to order.*n*Personalized stereograms.*,0,0,Neutral
"Wow. Last year Subri's free kick was the clear winner, but this year for me there's no obvious winner. I could see the Camargo, Boateng, Mandzukic, Giroud, or the South African goalkeeper's goal winning it. They're all amazing, although Matic's goal is a little out of place. I would guess most people are going to vote for the Mandzukic goal because of the time and place, but I'd vote for the goalkeeper just because holy frak he's a goalkeeper.",0,0,Neutral
"How old is Kevin Prince Boateng now? Gotta be 30.. He's still such an athlete, feels like hes been around forever.",0,0,Neutral
"Giroud and Masaluke.  Amazing goals this year, though.",0,0,Neutral
gotta love that volleying back a goal kick from your own half,0,0,Neutral
Had to turn it off due to the shit forign commentators.,1,0,Neutral
Man these girls just love FootBall nHERE ,0,0,Neutral
Can i watch the first goal 7 times more please?? holy shit,0,0,Neutral
Did not know 16 year old girls could kick that far,0,0,Neutral
"Has to be giroud The counter attack, the back heel in the build up, the SCORPION _",2,0,Neutral
Jesus you didn't need to show the goals 15 times,2,0,Neutral
Is this over the top shouting goal for as long as possible commentating supposed to be funny or something? Just seems incredibly obnoxious to me...glad we dont have that in the prem,1,0,Neutral
For me It has to be giroud,2,0,Neutral
I'm only one goal in but wow...,1,0,Neutral
hurtado goal was beyond fucked what the hell,1,0,Neutral
Matic,0,0,Neutral
That U19 Dortmund 27 player got dullied mate,1,0,Neutral
Aviles hurtado,0,0,Neutral
Wtf that girl amazing stunning the goalkeeper,0,0,Neutral
Dembele,1,0,Neutral
celtics goal was incredible.. but fifa never usually include team goals.. E.g Arsenal vs nowrich,2,0,Neutral
Amazing so much choices,1,0,Neutral
How many times you gotta relay the same goal :/:/:/,3,0,Neutral
Steven Gerrard has won this one for me,3,0,Neutral
"Boateng's is the best, but I want to see Dembele win ",15,2,Neutral
"Has to be Giroud before you even look at the other nominees, he deserves it too. Cant see him winning it though after Aaron Ramsey was robbed with his galatasaray goal. Fifa is corrupt so it probably comes down to the highest bidder",2,0,Neutral
Would help if it showed the full Dembele goal. Every player touched the ball including the goalkeeper there was at least 30 seconds of build up play missing.,2,2,Neutral
Guys do you think so hit like if girouds goal was better and dislike if mkhitaryan's was better,7,0,Neutral
"It's gotta be Mandzukic, but so many wonderful goals. Thanks for the compilation",6,1,Neutral
I don't mean to be that guy but wtf no Emre can over head kick? Like I get they have to go for equality but in comparison the woman's goal is crap the matric goal looks ordinary like seriously wtf,0,1,Neutral
29 replays later,2,1,Neutral
"Oscarine Masuluke,for one reason. He is a goalkeeper.....",0,0,Neutral
Either boateng or mandzukic for me,4,1,Neutral
Giroud's goal is the best but Fifa will never give it to him cos the bumlick La liga.,0,0,Neutral
if you change Mandzukic goal's commentary to Tony Jones...,0,0,Neutral
may be you can add those two goals to the best goals of septembre : n : Raja Casablancanthe assist of both goals : Abdelilah Hafidi nthe striker of both goals : Mahmoud Benhalib,0,2,Neutral
Moussa Demb茅l茅 FTW,0,2,Neutral
how the fuck is there no messi goal??,0,2,Neutral
That's a dislike,0,0,Neutral
maticcc,2,0,Neutral
Any more replays?,0,1,Neutral
Why is Mkhitaryan not nominated,0,4,Neutral
Reported,0,0,Neutral
Stop playing each clip for like 1 30 faggot,0,1,Neutral
CARALHOOOOOOOO AMO VCS <3,9,0,Neutral
Time to kill Danny cause he killed all the band members Kappa,0,0,Neutral
See you in Birmingham,0,0,Neutral
Haven't listened to AA in a fairly long time. Just hearing his voice again makes me wanna buy that shit already. You get a claps on Ur butt for coming back.,0,0,Neutral
"im always suprised, you guys always make good music and i really love this new style. your evolution is really fucking great <3",0,0,Neutral
Fuck me this is epic.,0,0,Neutral
Asking Alexandria is southern rock. Not bad,0,0,Neutral
"I'm happy as hell that he Is back, but when did he come back??",0,0,Neutral
this is a very painful teaser to the new album.... i cant wait it sounds good welcome back danny,0,0,Neutral
When I'm older and have my kid ask me what music I used to listen to when I was younger Imma show them this song...,0,0,Neutral
"finally Danny we miss you so much _ /m/ amazing voice, please continue doing moooore, this song is awesome",0,0,Neutral
This song is fucking magical,0,0,Neutral
Totally loved this. Gave me goose bumps every time the chorus came. The breakdown was also legit. _,0,0,Neutral
Can't stop listening to this song,0,0,Neutral
Riff sounds a lot like the breakdown in Happy Song by BMTH. ngood song though. I always liked Danny's voice throughout AA's discography.,0,0,Neutral
Danny is back_もも_ love this song,0,0,Neutral
"Damnnnnn this is so good I love his voice in both ways, so much_わわわ_",0,0,Neutral
"Give me some screams or give me death, Danny. I'm both excited and scared for what this album brings. If this is a lighter song on the album then we're fine. If it's heavy, we're fucked.",0,0,Neutral
Thank God for AutoTune cause WorShit's vocals are complete shit,0,0,Neutral
Weird direction. Don't really like this song because the bridge and chorus sound *exactly* a new Fallout Boy song but I'm curious what else will come. Danny's vocals are sick.,0,0,Neutral
"where your car gone danny in min 1:04  1:29 and 1:45  1:50, maybe editor has been sleepy when editing lol... #AfuckingAFamily",0,0,Neutral
since when did asking Alexandra  get singing lessons from one direction dam they went to shit,0,0,Neutral
"songs is ok, I think I may need to listen to it a little more to get used to this new sound.. just hope there are heavier songs on the album",0,0,Neutral
MY GUYS ARE BACK TOGETHER,0,0,Neutral
"So is this Ben and Cam sayin' AA is Danny's band, because we saw the way that worked out for Chiodos... #Devil  ...or is it a glorious return of Worsnop because unlike Brandon Bolmer with Chiodos, Denis's version never stood a chance of being the best of AA's work?",0,0,Neutral
FUCKING AMAZING COULDN'T BE ANY BETTER,0,0,Neutral
"Fuck Yes I didn't even know there was any thing being written. I wasn't sure at first, but I'm down.",0,0,Neutral
If you don't understand Danny has taken his voice to a whole nother level you will never understand what this band could end up being.... This is a new beginning for AA and they will take over the rock scene again,0,0,Neutral
"AA was my favorite band, and now they are again",0,0,Neutral
"Thank god for warsnop, i hated the replacement",0,0,Neutral
"um, ive listened to this song for a bit now, but is it just me that feels like whoever mastered this track made the vocals not stand out very much",0,0,Neutral
"We spent $5,000 on this wind machine and I'll be damned if we aren't getting our moneys worth",0,0,Neutral
I'm happy to say that asking is back and ready to rock,0,0,Neutral
"I've watched this at least 30 times already, it's too good",0,0,Neutral
"Danny is staring at the car upsidedown, trying to figure out where the driveshaft disappeared to.",0,0,Neutral
Quality song and video,0,0,Neutral
Ok he can scream Love it,0,0,Neutral
Wow Kylo Ren is playing a guitar...,0,0,Neutral
Thank God...they are back I'm fucking stoked,0,0,Neutral
"would've been better without the screaming, it sounded pretty catchy but it got ruined mid way.",0,0,Neutral
"BITCH I STOPPED, WHAT MUSIC DOES FUCK",0,0,Neutral
this song is sex to my ears.,0,0,Neutral
I like it but it sounds like a commercial type of song for video games.,0,0,Neutral
Peter? Is that you? Is me Walter #FRINGE,0,0,Neutral
Why is Danny back? Where's the other dude?,0,0,Neutral
"i really like the song, but you can hear some auto tune on a few parts...",0,0,Neutral
The vocal boy is more fat,0,0,Neutral
"Yeah, this is one of my favorite songs. The other one is YMCA by Village People.",0,0,Neutral
"nice video, borring music (((  too light... where is THE VIOCE?",0,0,Neutral
"Wow... honestly his cleans have had a major improvement. Not sure if that's from the rock stuff he did, but whatever it was he got better.",0,0,Neutral
shit ((((,0,0,Neutral
Missed gou guys soo much,0,0,Neutral
Love this song,0,0,Neutral
it's amaizing,0,0,Neutral
"Reminds me Bring me the Horizon, LoL :D",0,0,Neutral
Mexicanos fans de asking alexandria yo los invoc贸,0,0,Neutral
Holy ROCK,0,0,Neutral
Suck my fuck,0,0,Neutral
Ame esta canci贸n ,0,0,Neutral
YES Omg Fuck me upわ_,0,0,Neutral
Danny's back mother fuckersss_,0,0,Neutral
This sucks ass lol,0,0,Neutral
La gorda _,0,0,Neutral
Why is Euron Greyjoy in AA?,0,0,Neutral
That mustang fastback though ,0,0,Neutral
Y O O O O O HYPE,0,0,Neutral
Yeaaa Nice video lml,0,0,Neutral
Danny > Denis,0,0,Neutral
_も,0,0,Neutral
_,0,0,Neutral
Those Screams  I fuck*ng addicted to this song na _わ_ Woahh #Dannyy _わ_ #AA #BenMyloves_わ_ #TheBest,0,0,Neutral
I enjoyed this.,0,0,Neutral
AA Back m/,0,0,Neutral
I LOVE THIS,0,0,Neutral
Danny Worsnop is a bad ass mother fucker.,0,0,Neutral
oh shit...... WAIT WHAT??,0,0,Neutral
So F**KING' good,0,0,Neutral
Please please please shave that god damn beard,0,0,Neutral
Family _,0,0,Neutral
Danny _もももも,0,0,Neutral
So it wasn't until like ten minutes ago that I found out that Danny is back in Asking. Glad to see the original five back together,0,0,Neutral
"God is REAL. He left something for Us to find on top of Our Planet. I found it several years ago and that's why I created my YouTube Channel. I'd like to invite anyone reading this, to come see what I found on Google Earth. I can prove to anyone on this Planet, that God is ABSOLUTELY REAL BEYOND ALL DOUBT. Please come see. This is NOT Click Bait. Several times already I've asked several different YouTube channels to come and try and debunk what I found, so far no one has. Please come see and help me share it with others. There's HOPE ",0,0,Neutral
Welcome back Danny You were surely missed,0,0,Neutral
Drummer must be bored as FUCK. Reckless and Relentless for life.,0,0,Neutral
Who is the vocalist?,0,0,Neutral
Esto se merece m谩s de un mill贸n de vistas T.T_,0,0,Neutral
yay dannyyy,0,0,Neutral
Danny is god <3,0,0,Neutral
Fuckin' amazing song...,0,0,Neutral
"More More More wb Danny, nice Song.",0,0,Neutral
Sincitycore,0,0,Neutral
Danny must've googled big boy words and started screaming the first things he saw.,1,0,Neutral
The drop G # tuning just makes the guitar muddy and inaudible at points,1,0,Neutral
VIVA EL ROCK,1,0,Neutral
#intothefire #askingalexandria #thisfamilyisforever,1,0,Neutral
Dennis should be there instead,0,0,Neutral
