comment_text,likes,replies,Analysis_comments
*so what next hip hop be like? No music even not saying shit just moving hands and body?*,1,0,Positive
Will the real Slim Shady please come back? Cause this shit is just stupid,1,0,Positive
Why do liberals hate being white?,1,0,Positive
yo em get back on the drugs,1,0,Positive
I thought this was an SNL skit at first. Lmao,2,0,Positive
Im on your side of sand.,1,0,Positive
You're the best _ everthing's so true. Please someone just punch Trump in his dumb orange face,1,0,Positive
so full of it i can smell it from here. draw your line in the sand ass hat.,1,0,Positive
I have no idea what he is  talking about is this a rap or rant?,2,0,Positive
this is not Eminem anymore ,3,0,Positive
He lost his touch,2,0,Positive
Wow saying the same regurgitating things everyone else has said that's been false.nnThis i hate trump cuz raisins Bandwagon is getting ridiculous....,3,0,Positive
umm looks like eminem is on the pension and old as faaark,1,0,Positive
This is what happens when you have an uncontrollable ego You think that your shit don't stink and that you make sense to everyone.,1,0,Positive
"3:59nTill the end ....nI stg, i got goose bumps bro ",1,0,Positive
Trump is mother fu*ker ... i want him to DIE _ゐ_,0,1,Positive
"Do not think, just listen",0,1,Positive
"everyone in the comments is trashtalkin that NOW talentless Wigger, yet he somehow hast 900k likes and only 150k dislikes",0,1,Positive
"Crazy. BETNetworks, an antiwhite racist organization is on the 'trending page'.",0,1,Positive
"Liberals are supporting him just because he is bashing Trump, not because it is good at all. I still haven't seen a single valid argument, fact presented, or debate entered into by a liberal. They just hate without reasons or logic. Please try to challenge your opinions in an actual discussion rather than assuming you are right. You will keep losing and Trump will keep winning... Your lives will continue to fall apart while we grow stronger... I love my enemies and i want you succeed and be happy. Please go towards learning and away from emotion.",1,1,Positive
"Omg no one have the balls to say this, eminem is a geniusnI love Eminem, Trump Sucks nLike if you agree",4,1,Positive
he is a god a rapgod,1,1,Positive
Fk yeah I hate Trump.. what a Idiot he is.,1,1,Positive
*TRIGGERED*,1,0,Positive
What an angry little commie pislamic wigger bitch.,0,0,Positive
BL_ BL_ BL_ BL_.... Bullshit ,0,0,Positive
This Cypher wasn't good,1,0,Positive
America ,0,0,Positive
#Bolsonaro2018 n#vlew #flow,0,0,Positive
Eminem is 99.9 % black,0,0,Positive
"Thanks, Marshall ",0,0,Positive
Ummm... what is this shit?,0,0,Positive
reminds me at gta v,0,0,Positive
#cringe,0,0,Positive
*Eminem wearing makeup* lol,0,0,Positive
Soundcloud.com/problemchildkay,0,0,Positive
AaaaaaaHahahahahahah LOLOLOL,0,0,Positive
Thank you Eminem.,0,0,Positive
,0,0,Positive
Oh slim,0,0,Positive
This is shit,0,0,Positive
"God, guns, and dune buggies, Merica",0,0,Positive
Shit,0,0,Positive
So shit,1,0,Positive
_,1,0,Positive
Loser,1,0,Positive
Gay,2,0,Positive
LOL xD nothing makes sence,1,0,Positive
"Eminem, definitely not afraid",0,1,Positive
,0,1,Positive
This is just dumb it he obviously has no clue at all what he talking about. Just another brainwashed Hollywood celebrity trying to get involved in politics even though he has no idea what he talking about,0,0,Positive
This sounds like a mental patient,0,0,Positive
"This is like something I would have written when I was 20, thinking I could be a rapper.",2,2,Positive
Complain all you want... nHis vid got more LIKES than nDISLIKES  nTrump that Trump nGo Emm ,1,3,Positive
"It sickens me to read all uninformed comments about how bad this is,  from you ignorant fools.nThis is clearly freestyle and Eminem is stating facts, from what is already been said before several times.nBut again let me see you try do it better, no? So shut up and walk.",0,4,Positive
Trump is Killing us softly and at least Em is other celeb are speaking the truth.  Fuk that puto trump,2,2,Positive
Trump supporters = disgusting nazis,3,2,Positive
Trump is a peace of SHIT      ,2,1,Positive
Look at all the stupid ass trump supporters and Russian infiltrators acting like trump supporters. You motherfuckers know this shit is FIRE,0,1,Positive
Look at that like to dislike ratio. Looks like the majority of America stands with Eminem. Get wrecked Trump bitches.,0,1,Positive
This is why the electoral college chooses the president. You can't go and trust a huge number of morons to decide who's gonna be running shit.,0,2,Positive
Politics has to kill everything I like doesn't it. The only thing politics doesn't kill that I like is politics itself and that's debatable to whether or not it's killing itself.,0,1,Positive
Trump is our hope,0,1,Positive
Yessir Eminem,1,1,Positive
Its always anti trump stuff is always trending on youtube,1,1,Positive
im ashamed for him. this is hard to watch.,0,0,Positive
"Draws a line in the sand to his fans huh?    His dwindling fan base that is lol.   This is just sad to me.   If this guy from white, middle class 10 Mile Rd. (not a run down trailer park on 8 Mile Rd.) is such a good freestyler, why did it take him 10 months to serve his globalist masters and go after Trump?",0,0,Positive
What a pile of shit,0,0,Positive
"Ya Trump no Balls , Yet everyone scared sh@%t he goin to drop bombs . You swear so cool , now don't be scared .",0,0,Positive
Eminem what a tool. Glad I deleted all my pirated Eminem music a long time ago.,0,0,Positive
sucks to be a trump sucker now.,0,0,Positive
"Trump is a creation of the U.S. twisted politcal system. What was the alternative? The warmongering corporate puppet Hilary Clinton who along with the DNC were proven to have sabotaged the campaign of the man who should be sitting in the Whitehouse today? Americans need to draw a line, but not between each other Eminem, but against the twisted circus that is US politics and an out of control media.",0,0,Positive
Eminem dissed Hilary Clinton on his track Role Model from almost 20 years ago and now they are on the same side? As a long time Eminem fan I smdh on this ,0,0,Positive
Oh god just stop... this shit is so cringy to watch... what happened to eminem. His rhymes weren even good..,0,0,Positive
All I see is white people hating lol they never used their accounts until now. They really pissed hahaha,0,0,Positive
This video is so horrible even the Elites are like we fucked up Lol. Thank you for no true answer to what really happened in Vegas No answer$ Now u want us to believe this shit?,0,0,Positive
"Celebs call Trump a pervert or sexist, yet they allowed Weinstein to continually sexually assault women for 20 years. Up to a 100 different people knew what he was doing, but no one came forward. Bunch of cowards. We've only heard from the Women who said NO. Imagine the dozens who said yes, and are too embarrassed or signed NDA's to come forward. He was a huge supporter of Hillary of course, seems most wealthy predators are. Maybe they just like her husband lol",0,0,Positive
donald the bitch oh wow you're being real edgy there kid,1,0,Positive
Hush lil baby don't you cry. Everything's gonna be alright  Eminem Mockingbird,0,0,Positive
"Eminem but you don't say s*** and lafanda  dames didn't say it on 911 because you was swallowing dicks..... ahhhhh that S*** hurts so much when it goes all the way down your throat and the dick starts breaking ya ribs.......I call Eminem the new Dennis Rodman friends with Kim Jon un.... let everyone call out a fake rapper, either he she shows or she doesn't..... to fight for whatever she believes in...at@eminemillfuckup. And lets see how tough Marsha is.",0,0,Positive
em great job but dont people say somthing about u and the satan u prey now,0,0,Positive
He looks like such a dad with that scraggly beard.,0,0,Positive
"Wow, I thought Eminem was bigger than that. You played that card, so easy to agree with what everybody else has already said. Why don't you address how he brought back jobs to your hometown, or did your forget.  Who cares, its just more dollars to him, you not only lost a fan, but my respect too. Really Disappointed =(",0,0,Positive
The dare devil is back. Rap God. Inspiration for billions. And me the worshipper of him.,0,0,Positive
"this is foreal the funniest shit ive ever seen/heard in my life. if he's trollin, he did a damn good job.nM A G A",0,0,Positive
"So if we join eminems side, wtf is he going to do for us? lol",0,0,Positive
GUYS CHECK MY MUSIC OUT IMA NEW ARTIST ON THE COME UP IT WOULD BE A BLESSING ,0,0,Positive
Remember the good old times when Em' made fun of the Celebs he despised? I do,0,0,Positive
Trump got an big L there,0,0,Positive
I feel like the dichotomy that he set up was unfair.,0,0,Positive
I don't know who forced him to do this but it's as cringeworthy as it gets.,0,0,Positive
Feminem sucking to many BBC's..,1,0,Positive
Why is everyone having a shit,0,0,Positive
All of a sudden he can grow a beard?,0,0,Positive
I don like trump but this is shity,1,0,Positive
im sorry lowkey it was trash he can do better and i know all the dickriders gone complain but it is what is,0,0,Positive
You ruin the name of good candy.,0,0,Positive
he looks so weird with a beard,0,0,Positive
how did this fat guy with a pedo beard get 915k likes? and wheres Eminem?,0,0,Positive
I cringing so hard right now,0,0,Positive
Trump is really powerful. Look how many celebrities he gets to lose their minds and give him constant attention...it's astonishing. _,0,0,Positive
"Calling DJ Trump a racist come on, really?",0,0,Positive
THIS WHITE RAPPER IS WACK RACIST ASS nTHAT WHOLE EMINEM VIDEO WAS ANOTHER SUBLIMINAL WHITE PROPAGANDA DEPICTING BLACKS AS SUBSERVIENT TO WHITES. nnWHY MSM ALL JOCKIN' HIM? WHEN OTHER BLACK RAPPERS HAVE DONE MUCH BETTER LYRICALLY? nnWHITE AMERICA STILL DON'T ACCEPT BLACK RAP nnTHIS SOME LOWKEY RACIST BULLLLSHIT,0,0,Positive
"Well eminem just told me never to buy any of his music. Well, at least we have his permission to boycott him.",0,0,Positive
Racisms the only thing he's FANTASTIC 4 coz that's how he gets his ROCKS off an he's orange,0,0,Positive
Aw come on Marshall. We know you're just trying to promote a new album with this bs. You voted for Trump and you know it.,0,0,Positive
Here in my garage,0,0,Positive
"Okay... What was that garbage?nI liked Eminem a couple of albums ago. I also voted for, and support Donald Trump. It seems like Eminem has lost touch with common sense and reality. He should stay out of politics because his lack of knowledge was obvious in those terrible rhymes and it just makes him look like an idiot to those of us who paid for his merchandise to get him where he is today. I feel like I wasted my money on his crap now and have just been insulted.nnHe actually sounds dumber than the people he poorly, and desperately, trying to rap against. Wel all know better now... I guess. nnPeople Con seriously??? That was just terrible gibberish He obviously just used the lame subject of popular entertainment industry political views as an umbrella topic to crap out whatever that was. Those dudes standing around, listening to that trash, look like a captive audience. Obviously their under his financial wing in some form... but I sure theyl say otherwise if you ask them in public. nnOnce again for emphasis  People Why don all of you antiRepublicans take a few minutes to simply Google the history of the opposing political party these people are supporting...nnI encourage you to start by checking out the simple crayola crayon style  YouTube video entitled, he Inconvenient truth about the Democratic Party_ just to get started. Then PLEASE dig further and deeper for more of the truth because it may surprise you.nnWhatever the case, quit listening to the pop culture entertainment industry nonsense and take a moment to understand reality.nUse your own ideas to draw your own conclusions... Kind Regards",0,0,Positive
pretty sure 900 thousand is bigger than trumps tiny hands.,0,0,Positive
lovely to see the illuminati scream HELP all these STARS against TRUMP coz they been payed by Hillary and the CLAN TRUTH going to set you free,0,0,Positive
Donald Trump isn my presidentnnnnnBecause I British :P,2,0,Positive
Where was he 2 years ago? Suddenly he wants to pull a stunt because he's dropping an album in November? This low iq has been is as racist as anyone can get.,1,0,Positive
"Gotdamn It took a white man to say what everyone is already thinking, even Republicans.",2,0,Positive
"Id like to see the haters do better instead of wine and complain. Easy to be a critic, hard to have raw talent. Talking to you... the deep throated Trump suckers.",1,0,Positive
all you idiots dissing em understand what he mean before talking down on em you damn Trump supporters...,2,0,Positive
Is it just me or does he look like the guy from the movie 8 mile,1,0,Positive
Tell em eminem your the best _锯_锯_#fucktrump2017,2,0,Positive
"I'm amazed at those who still have enough stupidity in them to support Trump.nnThe president is completely incompetent. nHis idea of healthcare reform is poor, and his consistent bickering with an unusually agreeable Congress over the subject only reinforces that.nnNo national leader in their right mind would insult the mayor of a city AND blatantly communicate their suspicion of said mayor because their race, all while in nthe aftermath of a terrorist attack on their city.nnThis guy actually told his supporters that deporting dreamers was economically a good idea, and somehow many idiots believed him.nnThe list goes on...",1,0,Positive
"Its funny how many triggered conservatives there are calling him trash because of his opinion and saying he's just following mainstream media, but if he was supporting Trump and liberals got mad we'd be called triggered snowflakes.",0,0,Positive
Daaamnn. nnI'm so glad I'm not Donald trump right now.,2,0,Positive
"Whether you like Eminem or you don this is real as it gets. Making a remark on trump more of words thought already been said. Yll can call it attention seeking but needa realize he standing up for what right, before yll be the ones to be seeking for your rights ",1,0,Positive
This didn't take balls. nnTakes balls to go AGAINST society.nnLiberalism is NOT counter culture.   Liberalism IS the culture. nnYou aren't raging against the machine. nnYou are just another boring cog in it,1,0,Positive
Well said Em. Waiting for the single,1,0,Positive
Eminem didn have to diss the fans that helped make him rich.,1,0,Positive
"Stop barking, you little bitch. Let President work in peace",4,0,Positive
garbage rapper,0,0,Positive
wtf was this shit ...,0,0,Positive
wtf i love trump now,0,0,Positive
,0,0,Positive
This realy good,0,0,Positive
Never liked slam poetry,0,0,Positive
"Yeah, You better Kneel.",0,0,Positive
Kill the bitch,0,0,Positive
Eminem is against racism,2,0,Positive
Watch Eminem go to XXL,0,0,Positive
Oooooooh edgy,0,0,Positive
Wigger,0,0,Positive
Muck really deserve this shit.,0,0,Positive
Funny but brave,0,0,Positive
Is this bubba sparxxx?,0,0,Positive
Drivel.,0,0,Positive
This shit is wack,1,0,Positive
white trash wigger,1,0,Positive
Pink guy is better :D,0,0,Positive
Poor guy sounds really constipated,0,0,Positive
This is BET.  LUL,0,0,Positive
Oh I am SHOOK,0,0,Positive
#clickbaitchallenge with RICEGUM,0,0,Positive
Trumps diss track will be lit,0,0,Positive
Who watch it 3017 ?,0,0,Positive
We need subtitles,0,0,Positive
_锔锔猸WARNING_锔锔猸nncancerous comment section below猡碉_ scroll with caution,0,0,Positive
Is that Moby?,0,0,Positive
That hes orange_,1,0,Positive
Well that was cringe.,1,0,Positive
So stupid Eminem is a Muslim hater,0,0,Positive
"If all whites were like Eminem, they would be black peoples slaves nSubservient little beta cuck",0,0,Positive
Most US Military personell support Donald Trump,0,0,Positive
Eminem you have a shit ton of money. Instead of using your creativity to rap why don't you be proactive and make a difference?,0,3,Positive
And the award for the most retarted president goes to _ nnnnnnnTrump,1,1,Positive
old Eminem is da bomb. Listen to his track Low down and Shifty from 1997. Just epic ,0,1,Positive
"Yeah, this is great because talking shit about Trump is a completely original idea which is very, very edgy and not overdone and boring at all.",0,1,Positive
Hello from Dixie normous,0,1,Positive
This sucks cause it makes no sense..  ugh... sucks.. I liked em.. fkn keap is White and Black. Srry em. Bye...,0,1,Positive
havent seen this much cringe in a long time thanks eminem :),1,1,Positive
Yo I agree with this 100% love u Eminem forever bro,5,0,Positive
I think em is the president now,5,1,Positive
"That ain't EM lol,this is 3rd different MF,I caught it but didn't wanna believe it,but a couple other people caught it too.",0,0,Positive
"The rap was cool thats all i dont care about the politics behind it because what America does is beyond my control, im not an american and its not as if a single comment on a video can change what he might do. So if you guys can stop whining about whether trump is good or bad, and just realize that everyone has their own opinions and whining about it wont help, it would be great.",0,0,Positive
Am i the only one who thinks Eminem is getting old now.. dam bro shave the beard it doesn't fit you or maybe its just me..#,0,0,Positive
This is one of the gayest raps ever. Thanks for drawing that line in the sand marshflake,0,0,Positive
"Barack Obama was pretty racist, all I heard during his 2 terms was white cops shot black guy over and over and over again.nnMeanwhile you find out far more white people are shot and killed by cops and black cops kill black guys as well.",0,0,Positive
He has done better,0,0,Positive
"Yknow for all the people saying this was bad or crying about how Eminem could ever talk about politics(lol I dont even listen to Em that much and I know he speaks on politics a good amount) havent seen one actual argument against what he said.  Even other Republicans are disagreeing with him or flat out endorsing his impeachment. Plus like really how is Nazis marching in the streets( yknow the guys who the whole US Army fought during the 2nd World War and gassed millions of people to death) less bad than football players kneeling. Lol thats infinitely more disrespectful specifically to WW2 vets the few that are left, not to mention the many vets coming home. Thats basically one small point out of many Eminem speaks on.",1,0,Positive
"All the troll over the world is alike.nI love you, But this...nYou sound like you troll is Robots, without any thought of your own. Made in Russia. Paid by Trump.",0,0,Positive
Man Eminem is really trash now it's kinda disappointing,0,0,Positive
I like you alot eminem. Your music is amazing. But i gotta say i disagree with you on this one.,0,0,Positive
The actual M & M M&M's Milk Chocolate Candies have more street cred than this old man does now,0,0,Positive
"This is such a stupid, stupid video lol",0,0,Positive
"I wear a hoodie cause it makes me look tough,,,,, but underneath I'm really skinny,,,, kinda frail,,,, hell,,   I think I'll freestyle now,,, holy cow,,,,  my X is a fat cow,,,, think I'll bow,,,, down to the man, ,,,who has a game plan, ,, his name is Trump and I'm jealous,,,, like a little bitch,,, I can't take this shit,,,,, I can't rhyme,,, way past my time,,, I'm done Later son",0,0,Positive
Your too old let go,0,0,Positive
"If you're not familiar with Battle Rap, and you say this flow is wack without actually having any understanding of the presentation and the format of his material, then you're delusional. The flow was great, vernacular/vocabulary is still there, and immaculate rhyming as always; his internals are killer. He utilizes his literary devices very well, decent wordplay/metaphors/similies/assonance etc.,,, .nn Not to mention the ability to bend words with his annunciation to compose his rhymes as well. I think it's very dope to take two words that you couldn't think could rhyme and actually rhyme them without it sounding extremely forced. If you take closer notice as well, notice how he lines up the syllables as well. Execution still on point. Delivery was a little weak in the beginning, ok I admit, but he warmed up though and still not terribly bad. Another point as well, his ability to vary  his vocal pitch is something I've always admired about him as well. Still extremely technical. You cannot undermine his technicality. He is a beast.nnOverall,  Dude is still very skilled. Point Blank. Of course we've seen better. I personally think his Shady Cypher with Slaughterhouse is better, but he spoke his mind and still did a good job with  the composition and structure of his shit, and 90% of rappers today cannot do this and If they can do it, most likely they're a battle rapper and I can bet you on that as that is the very thread Eminem comes from. nnConclusion:  Shit ain't wack, Ya either hurt what he said, or ya don't know rap in it's entirety. nnGood Shit Shady, you facetious bastard..  #EverybodyHatesTrump #ImGrabbingIvankaByThePussy",0,0,Positive
"Remember when the media was against eminem? Remember when the radio wouldn't play his songs? Remember when the media said eminem was the cause of school shootings? Remember when the media said eminem was the reason gang violence was so high? Remember when the media said eminem was the reason kids joined gangs? Remember when the media hated eminem? Remember when he proved the media are a bunch of liars?nnNow he jumps on the bandwagon with the media, the same media that hounded him and demonized him for decades. Pulling the same shit the media did to him. Pathetic.",0,0,Positive
y is this blowing up lol,0,0,Positive
M a legend forever,1,0,Positive
TRUE THAT. Love it.,0,0,Positive
ALICE IN WONDERLAND USA/ WORLD,0,0,Positive
Everyone including Eminem barking on the wrong tree,0,0,Positive
Eminem acting like a fool,0,0,Positive
That mighte been the most least informed string of sentences Ie ever heard,0,0,Positive
"I like Eminem, but politics aside, this was just bad. How passionate, angry and out of breath he gets with all the pauses. Almost so bad it's good.",0,0,Positive
im not rapper nor will ever be one i do know that this flow is shit and so are the rhymes everyone is in titled to there own opinions on trump and im not here to argue that im just saying anyone who said that this was good please stop lying to yourself just because you agree with what he is saying or you are a die hard fan. this was a horrible freestyle and you know it lol,0,0,Positive
"This is the least Eminem thing Ie ever seen, wtf, it was shit and since when has Eminem been a triggered bitch",0,0,Positive
"31 million views, that just shows EM is the god of hip hop and rap",0,0,Positive
I'd pay to see Kid Rock try and debate Marshall.,0,0,Positive
where is the beat ?????,0,0,Positive
Nothing but love and respect  He siad it all   PEACE,0,0,Positive
"look at all the STANs in the comments, get off his washed up dick",0,0,Positive
Should could Hood wood. Dope rope soap hope. Car star bar far,0,0,Positive
"I was just up dated on this its a fake look alike Eminem, this guy in the video is a chump. and thats not Eminem.nEminem Not Afraid (Fake News Against Eminem)",0,0,Positive
Every time I write a rhyme these people think it's a crime to tell em what's on my mind,0,0,Positive
It sucks that he had to draw that line. Looks like he is a dumbf*ck just like so many others. It looks like the real slim shady just sat down for good. Good job Marshal,0,0,Positive
The rhyme was great but next time do it in a studio with no friends in the back ground .... there was no need to have them there .. it feels like you were giving them fame for no reason ...... keep it real and like i said the rhymes were deep and great .... I pray for America,0,0,Positive
"This shit is like watching the illest rap battle on KOTD or Smack URL. New days are coming for hiphop. Big shouts to you EM. And  .you killminati's bastards better not kill him fuckers ,",0,0,Positive
Underwhelming. I think it's the beard,0,0,Positive
Skinny Jean wearing little bitch. Jump on the trump train to get more attention.  Everyone of those black chaps have stuck there dongas in m&ms clam flesh,0,0,Positive
Eminem hasn't been a decent rapper since Devils Night. I literally listened to The Eminem Show once through and threw it in the trash.,0,0,Positive
"Well I used to be a fan of you Em. Until I saw this. Now I realize youe just a bum ass rapper complaining about the results of democracy.. You will NOT reverse democracy, and the fact that you are helping in an effort to do so is the most unamerican thing youe ever done. Youe a stain",0,0,Positive
this is what democracy looks like ...derp,0,0,Positive
Slim what the hell is this crap ? you made yourself look like a fool with this bro ,0,0,Positive
"No. Please stop, youe just a washed up rapper that left a legacy. Stop trying to be relevant and step out of politics, some of your songs mention you raping women and getting into gang related shit. Youe even been caught beating your own wife. Youe no one to speak about his policies, and btw, youe a little late with pointing out his an_ is orange.",0,0,Positive
"So ..Em went from making his career off of music talking about how much he hates his baby mama, his own Mom, and the LGBT community but suddenly he's a leftist knight in armor? Lmao make up your mind my dude. I don't even support Trump but this rap was whack.",0,0,Positive
"What a disaster, amazing I once thought this punk had some talent.",0,0,Positive
"omg ... DIVIDE TO CONQUER, RIGHT? But this time there is the internet factor you washed up communists. And you are losing the cultural war. And you cant shoot for shit, so beware of a civil war you pussies.",0,0,Positive
Thank u for trying to split our country up even more then it already is,0,0,Positive
rap is crap.how this trash became actual music is beyond me.as long as the rapper shuts up the music would be decent without lyrics.,0,0,Positive
"Yo dis for collin, ball up a fist, and keep that shit balled he looks like a child throwing a tantrum.",0,0,Positive
That was a slick songbird McCain shout out.,0,0,Positive
"Time for Eminem, CNN, Hollywood and their elite globalists to move on or move to Mexico and take your illegals with you. Pack of morons.",1,0,Positive
It's pretty funny seeing people who don't listen to Eminem talk about his music like they know it. Also pretty funny how all the former fans of Eminem who support Trump are all butthurt.,1,0,Positive
Im just here to laugh at the offended trump supporters lol,1,0,Positive
"I'm not sure if America likes being the world's laughing stock at this point, or if it's people are actually going to stand up against their horrid government.",1,0,Positive
Hope you guys are not that stupid because he probably HAD A BEAT GOING ON IN HIS HEAD but the real meaning of A CYPHER is you freestyle without out a beat and if you think it's easy try FREESTYLING about a TOPIC OF A DISS,1,0,Positive
this clown was very silent when Obama was in charge.. and lots of Africans were murdered by authorities..but nothing said,1,0,Positive
this is so cringey....haha im laughing so much. what an idiot. this seems like an SNL skit at first. man this dude sucks now.,1,0,Positive
Shut the hell up you dont know what your talking about your a dumb ass,1,0,Positive
"You're one liners about Bill and Bush are 100 times better than this slam poetry set in a closed parking garage.nnFrom the voice of the working people to the mouth peace of the elites.nnLol dichotomies. So either you stand with us or you stand with the terrorists, got it.",1,0,Positive
"Another white rapper using the emotions of slavery to make himself look good by fighting it,shit what about d12 hes got plaqs and they got shit,i guess im wrong whiles he's a king one got a hit.a shell...of the old him aka tired of the same bullspit.",1,0,Positive
SLIM ANUS IS TAKING FEMALE HORMONES HE LOOKS IDENTICAL TO RACHEL DRATCH AS DEBBIE DOWNER.,0,0,Positive
THIS SHIT IS WEAK AF. WHAT A DEGENERATE WIGGER,1,0,Positive
Eminem can't say shit about gun reform for Nevada because all he raps about is gun violence.,1,0,Positive
"How is this cringy? He's coming up with it on the spot. I mean, yeah, politics is notoriously bad for publicity but this was actually some decent shit off the cuff.",1,0,Positive
"I prefer the more technical raps of Eminem, this one isn't one of his greatest. This will lose Eminem a lot of his fans. You can see by the dislike button, Trump said what he wanted to do and people voted for it. The majority of people like him.",1,0,Positive
Over all Donald Trump is still president ,1,0,Positive
"marshall is pissed. i feel you, brother.",1,1,Positive
"Geez, women 15 years ago, when Em was relevant, weren't dick riding as hard as the fanboys here. Lmao",0,0,Positive
"Only he can get away with this. nnHonestly don't know if he actually thinks this way, the way his older songs sound, you don't even know..",0,0,Positive
Wow 175k dislikes from Trump supporters lol ,5,0,Positive
cool hade Trumps,0,0,Positive
Check out Steven Crowder's parody everyone ,0,0,Positive
I Hope Trump gets murdered,0,0,Positive
Legalize marijuana ,0,0,Positive
these comments gives me cancer,0,0,Positive
He choked.,0,0,Positive
SHADY CXVPHER SOOO MUCH BETTER,0,0,Positive
Trump is fixing America.,0,0,Positive
This iz BS,0,0,Positive
Wow dude  You just got roasted ,0,0,Positive
so much pigs disliked,0,0,Positive
I'm gay,0,0,Positive
_ garbage,0,0,Positive
Hear hear.,1,0,Positive
175K RACIST BUTT HURT DONALD TRUMP SUPORTERS _,2,0,Positive
Everyone looks speechless in this vid,1,0,Positive
cringe af,1,0,Positive
HE'S BACK,1,0,Positive
Is this real,2,0,Positive
"Trump Supporters listen..nnEminem has dissed Hillary too, listen to Role Model... he also dissed Bernie Sanders and calling him old and shit..",0,2,Positive
Da fuq is this?,0,3,Positive
Is this supposed to be art?,0,1,Positive
f u  i am done w u,0,1,Positive
out of breath af,0,1,Positive
"Oh Marshall...Marshall buddy what happened to you? You were one of the greats, I remember listening to your music as a kid and grew to respect both your funny and serious work. You were once against the establishment, but now you are their machine. nn(I know he's not actually reading this and for the record, I don't care much for Trump or politics for that matter)",0,1,Positive
cheap heat corny shiiiiit,0,1,Positive
Trump supporters mad lol,1,1,Positive
Happy birthday Marshall,6,0,Positive
#1 Trending,5,0,Positive
"I bet this hurt Trump's fragile ego, especially the fact that this got more views than anything Trump has ever said. lol",0,0,Positive
What a cringe fest.... Eminem is doing anything to try and stay relevant and showing how he is just like every other power out there jumping on the politics will make me popular again bandwagon. Lol.,0,0,Positive
All these Dislikes need to get a life,0,0,Positive
"EMINEM IS ON THE VALIUM AGAIN.GEEZ,YOU JUST AIN'T RELEVANT ANYMORE.",0,0,Positive
If this was about obama people would've called Eminem a racist,1,0,Positive
"I've seen Eminem at so much better, this was kinda bad, cause we all know how great he can be. I don't like to bring in politics to music, I love Green Day and I'm a Trump supporter and they openly don't support the president, which I'm completely fine with they have every right to their own opinion, problem I have with this is that he completely alienated half his audience including me so guess I won't be listening to Eminem any more",0,0,Positive
That's not disrespecting the military lol,0,0,Positive
this dude was known for being controversial. he certainly left that behind. playing his cards safe these days.,0,0,Positive
Eminem is the Boss,0,0,Positive
Why is Shia Le Beouf rapping about Donald Trump?,0,0,Positive
"I like that he went after Trump, but he needs to junk this flow.nnHe used it in Campaign Speech and it fell flat there too.",0,0,Positive
Omg Why did the greatest rapper ripped of Trump?... Phenomenal,0,0,Positive
"im so sick of rappers trying to take. a stand on things. do they realise all the harm they create through their violent music . they degrade women, talk about shooting anyone who dares disrespect them. and promote all kinds of drugs. they all need to sit down and shut up. stick to what u do best. destroy young minds. especially snoop dog. he is not as great as he think he is. go smoke yr weed and shut up",0,0,Positive
was that Conway the machine? ILL,0,0,Positive
"BizWIz, educateme professor. Inform me .....oh wait You can't because I don't have my head so far up my ass I require a plexiomety to see where I'm walking. Phhhhshh. Dumb dumbs.....",0,0,Positive
Omg this was horrible to watch. _あ,0,0,Positive
I thought he was not mainstream...nbut he is turning in an average celebrity. shame,0,0,Positive
It's not Trump yall should be hating on,0,0,Positive
"Eminem you don't live in the real world, keep your political opinions to yourself",0,0,Positive
"I understand the left's butthurt after election day, however, I didn't expect the butthurt boo hoo to go on this long... lol pathetic",0,0,Positive
Hey Marshall.  How does that Clinton dick taste in your mouth?,0,0,Positive
This was Trash coming from Eminem,0,0,Positive
Wow that sounds really great but we bad because Donald will fire back,0,0,Positive
Marshall looks like a pedophile,0,0,Positive
"I'm not expecting you to listen but if you do, thankyou i'm just a new artist on the scene trying to build an audience for my music i understand if you see these things all the time and you couldn't care less but you never know it could be different this time and you might actually like what you hear its pure too _ nnCheck the link below and if you like give me a follow because there's a lot more to come nn",0,0,Positive
I used to be a huge Eminem fan. But not once did he mention the trans ban on the military. He only focuses on racism. What is Eminem's ideals on the ban of transgenders in the military? If you listen to his older music it would lead you to believe that he is against transgenders and in that sense he agrees with Trump. I believe everyone is equil and anyone has the right to serve this country.,0,0,Positive
What a shit weak freestylenn <*anyways guys check this out eminem is now on President Trump side* ,0,0,Positive
Kim jong un does not pee or poop he does not have a butthole,0,0,Positive
Bruh a beard can make a big difference,0,0,Positive
Why he look like Jesse from bf vs gf,0,0,Positive
This ain't meant to be his best.nIt's meant to be a message.nYou ain't no real fan.,1,0,Positive
HAPPY BIRTHDAY EMINEM..(The King Of Rap),1,0,Positive
PLEASE SUB TO more. Inc BEST CHANNEL EVER,1,0,Positive
eminen for president the unidad state,1,0,Positive
Yes trump is orange but Eminem's a lot of other colorsnnnnnIncluding orange,0,0,Positive
"#ProtectEminem. He is the only one brave enough to speak out, and for that he earns my respect.nP R O T E C T E M I N E M",1,0,Positive
I love u man youe the best motherfckr you the best @rap god,1,0,Positive
Slim when a new song nice one with trump bro,2,0,Positive
"I love Eminem but this was disappointing. Politics aside, the rap sucked.",2,0,Positive
Snowflake in the house.  Go see a Dr. for the cure for Liberalism.,1,0,Positive
He sounds like he's going to cry.,2,0,Positive
